Human_Left_Thigh (Ang),Human_Left_Thigh (Vel),Human_Left_Thigh (Acc),Human_Left_Calf (Ang),Human_Left_Calf (Vel),Human_Left_Calf (Acc),Human_Right_Thigh (Ang),Human_Right_Thigh (Vel),Human_Right_Thigh (Acc),Human_Right_Calf (Ang),Human_Right_Calf (Vel),Human_Right_Calf (Acc),Left_Plantar_Pressure (1),Left_Plantar_Pressure (2),Left_Plantar_Pressure (3),Right_Plantar_Pressure (1),Right_Plantar_Pressure (2),Right_Plantar_Pressure (3)
91.9116,32.3486,-0.102539,99.6899,18.5547,-0.163086,69.1479,-115.417,-0.0405273,111.459,-69.3359,-0.575684,6,91,30,6,8,6
91.9116,32.3486,-0.102539,99.6899,18.5547,-0.163086,69.1479,-115.417,-0.0405273,111.459,-69.3359,-0.575684,5,93,31,7,7,2
91.9116,32.3486,-0.102539,99.6899,18.5547,-0.163086,69.1479,-113.098,-0.0200195,111.459,-69.3359,-0.57666,5,93,31,7,7,2
91.9116,32.3486,-0.102539,99.6899,19.7754,-0.141113,68.1592,-113.098,-0.0200195,110.619,-78.2471,-0.57666,5,93,31,7,7,2
92.2467,31.7383,-0.0898438,99.8218,19.7754,-0.141113,68.1592,-113.098,-0.0200195,110.619,-78.2471,-0.57666,5,93,31,7,7,2
92.2467,31.7383,-0.0898438,99.8218,19.7754,-0.141113,68.1592,-113.098,-0.0200195,110.619,-78.2471,-0.57666,78,99,29,6,8,2
92.2467,29.9072,-0.111816,99.8218,19.7754,-0.141113,67.1869,-111.145,-0.00537109,109.702,-86.6089,-0.581543,78,99,29,6,8,2
92.5708,29.9072,-0.111816,99.8218,19.7754,-0.143066,67.1869,-111.145,-0.00537109,109.702,-86.6089,-0.581543,78,99,29,6,8,2
92.5708,29.9072,-0.111816,99.9756,21.2402,-0.143066,67.1869,-111.145,-0.00537109,109.702,-86.6089,-0.581543,83,100,11,7,8,104
92.5708,29.9072,-0.111816,99.9756,21.2402,-0.143066,67.1869,-111.145,-0.00537109,109.702,-86.6089,-0.57666,83,100,11,7,8,104
92.5708,29.9072,-0.111816,99.9756,22.8271,-0.155762,67.1869,-108.093,0.00732422,109.702,-86.6089,-0.57666,83,100,11,7,8,104
92.5708,26.4282,-0.133301,100.151,22.8271,-0.155762,66.2476,-108.093,0.00732422,109.702,-86.6089,-0.57666,83,100,11,7,8,104
92.8619,26.4282,-0.133301,100.151,22.8271,-0.155762,66.2476,-108.093,0.0297852,108.735,-94.3604,-0.57666,85,99,222,7,11,103
92.8619,26.4282,-0.133301,100.151,22.8271,-0.162109,66.2476,-104.858,0.0297852,108.735,-101.501,-0.561035,85,99,222,7,11,103
93.0267,20.5688,-0.125488,100.355,24.292,-0.162109,65.3467,-104.858,0.0297852,107.719,-101.501,-0.561035,85,108,195,6,8,107
93.0267,20.5688,-0.125488,100.355,24.292,-0.162109,65.3467,-101.379,0.0571289,107.719,-101.501,-0.541504,85,108,195,6,8,107
93.1531,15.1978,-0.11084,100.355,25.5737,-0.163574,64.4952,-101.379,0.0830078,106.664,-108.276,-0.529297,84,117,212,5,8,112
93.1531,15.1978,-0.105469,100.574,25.5737,-0.157227,64.4952,-97.4121,0.0830078,106.664,-114.99,-0.529297,84,117,212,5,8,112
93.252,11.9629,-0.105469,100.822,26.9165,-0.157227,63.7042,-97.4121,0.0830078,105.565,-114.99,-0.529297,201,140,223,5,8,102
93.252,11.9629,-0.105469,100.822,26.9165,-0.157227,63.7042,-97.4121,0.0830078,105.565,-114.99,-0.525879,201,140,223,5,8,102
93.252,11.9629,-0.105469,100.822,27.832,-0.163086,62.9626,-93.3228,0.103027,104.434,-121.216,-0.525879,201,140,223,5,8,102
93.252,11.6577,-0.109863,101.08,27.832,-0.163086,62.9626,-93.3228,0.103027,104.434,-121.216,-0.525879,201,140,223,5,8,102
93.3618,11.6577,-0.109863,101.08,27.832,-0.163086,62.9626,-93.3228,0.10498,104.434,-121.216,-0.52832,99,125,210,6,7,100
93.3618,11.6577,-0.109863,101.08,27.832,-0.163086,62.9626,-88.6841,0.10498,104.434,-121.216,-0.52832,99,125,210,6,7,100
93.4882,13.1836,-0.124023,101.354,28.1372,-0.189941,62.2595,-88.6841,0.10498,103.28,-127.075,-0.52832,211,139,195,7,9,104
93.4882,13.1836,-0.124023,101.354,28.1372,-0.189941,62.2595,-84.0454,0.0986328,103.28,-127.075,-0.535156,211,139,195,7,9,104
93.4882,13.1836,-0.124023,101.354,28.4424,-0.206543,61.6058,-84.0454,0.0986328,102.115,-132.263,-0.535156,211,139,195,7,9,104
93.4882,15.1978,-0.15332,101.635,28.4424,-0.206543,61.6058,-84.0454,0.0986328,102.115,-132.263,-0.535156,211,139,195,7,9,104
93.642,15.1978,-0.15332,101.635,28.4424,-0.206543,61.6058,-84.0454,0.0986328,102.115,-132.263,-0.535156,211,139,195,7,9,104
93.642,15.1978,-0.15332,101.635,28.4424,-0.206543,61.6058,-84.0454,0.0727539,102.115,-132.263,-0.535156,228,142,182,6,8,113
